1,1,7,2009/12/28 16:35:10,1,1,0,0,73149020
1,1,7,2009/12/28 16:40:10,1,1,0,0,71567736
1,1,7,2009/12/28 16:45:10,1,1,0,0,72247672
1,1,7,2009/12/28 16:50:10,1,1,0,0,72816172
1,1,7,2009/12/28 16:55:10,1,1,0,0,73520684
1,1,7,2009/12/28 17:00:10,1,1,0,0,71972472
1,1,7,2009/12/28 17:05:10,1,1,0,0,72676984
1,1,7,2009/12/28 17:10:10,1,1,0,0,73307768
1,1,7,2009/12/28 17:15:10,1,1,0,0,71646204
1,1,7,2009/12/28 17:20:10,1,1,0,0,72300512
1,1,7,2009/12/28 17:25:10,1,1,0,0,72988640
1,1,7,2009/12/28 17:30:10,1,1,0,0,73578464
1,1,7,2009/12/28 17:35:10,1,1,0,0,71783392
1,1,7,2009/12/28 17:39:47,1,1,0,0,72347144
1,1,7,2009/12/28 17:52:04,0,0,0,0,71498068
1,1,7,2009/12/28 17:57:04,0,0,0,0,72065348
1,1,7,2009/12/28 18:02:04,0,0,0,0,72671556
1,1,7,2009/12/28 18:07:04,0,0,0,0,71575672
1,1,7,2009/12/28 18:12:04,1,1,1,1,72338880
1,1,7,2009/12/28 18:17:04,1,1,1,1,72891564
1,1,7,2009/12/28 18:22:04,0,0,0,0,71770600
1,1,7,2009/12/28 18:27:04,0,0,0,0,72317260
1,1,7,2009/12/28 18:29:43,0,0,0,0,72423712
1,1,7,2009/12/28 18:37:11,1,1,1,1,72336512
1,1,7,2009/12/28 18:42:11,1,1,1,1,73794688
1,1,7,2009/12/28 18:47:11,1,1,1,1,75203712
1,1,7,2009/12/28 18:52:11,1,1,1,1,76522624
1,1,7,2009/12/28 18:57:11,1,1,1,1,78390400
1,1,7,2009/12/28 19:02:11,1,1,1,1,72438764
1,1,7,2009/12/28 19:07:11,2,2,2,2,72912084
1,1,7,2009/12/28 19:12:11,2,2,2,2,72783836
1,1,7,2009/12/28 19:17:11,2,2,2,2,73510104
1,1,7,2009/12/28 19:22:11,1,1,1,1,73030864
1,1,7,2009/12/28 19:27:11,0,0,0,0,72125000
1,1,7,2009/12/28 19:32:11,1,1,1,1,73104896
1,1,7,2009/12/28 19:37:11,0,0,0,0,71567264
1,1,7,2009/12/28 19:42:11,2,2,2,2,73664828
1,1,7,2009/12/28 19:47:11,1,1,1,1,71798876
1,1,7,2009/12/28 19:52:11,1,1,1,1,72122192
1,1,7,2009/12/28 19:57:11,1,1,1,1,73170284
1,1,7,2009/12/28 20:02:11,0,0,0,0,72504360
1,1,7,2009/12/28 20:07:11,0,0,0,0,73167912
1,1,7,2009/12/28 20:12:11,0,0,0,0,72932400
1,1,7,2009/12/28 20:17:11,0,0,0,0,72204336
1,1,7,2009/12/28 20:22:11,0,0,0,0,72769660
1,1,7,2009/12/28 20:27:11,0,0,0,0,73099964
1,1,7,2009/12/28 20:32:11,0,0,0,0,71923292
1,1,7,2009/12/28 20:37:11,0,0,0,0,72521308
